key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
1803,Nigeria,10556,LAGOS STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,1195.47
1804,Cyprus,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,1194
1805,Colombia,11682,FUNDACION. GRUPOENERGIA BTA.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLOMBIA,PRIVATE NATIONAL,1159.18
1806,Russian Federation,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,1154.39
1807,Ukraine,11167,DOLYNA MUNICIPALITY,UKR,Ukraine,UKR_GOVT,Ukraine Government,1152.84
1808,Croatia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,1103.13
1809,"Cameroon, Republic of",3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,1080.19
1810,Russian Federation,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,1068.05
1811,"Sudan, Republic of the",550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,1056.53
1812,Botswana,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,1053.68
1813,Mali,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,995.77
1814,Bolivia,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,994.17
1815,India,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,971.7
1816,Ukraine,10980,HALYCH MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,959.76
1817,Russian Federation,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,953.36
1818,Angola,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,939.26
1819,PB/Liaison/Copenhagen,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,922.07
1820,"Moldova, Republic of",6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,910.55
1821,Armenia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,877.48
1822,Lebanon,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,875.29
1823,Thailand,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,869.18
1824,Uruguay,1287,URU-MINISTERIO DE EDUCACION Y,URY,Uruguay,URY_MIN,Uruguay Ministry,859.53
1825,Uzbekistan,11724,European Comm. Humanit. Aid Of,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,858.31
1826,Peru,11943,PER-COOPERACION BELGA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PERU,PRIVATE NATIONAL,848.37
1827,Peru,1599,PER-PODER JUDICIAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PODJUD,PRIV_PER-PODER JUDICIAL,835.65
1828,Peru,1296,PER-MINISTERIO DE ENERGIA Y MI,PER,Peru,PER_MIN,Peru Ministry,831.62
1829,Indonesia,11749,KRAFT FOODS GLOBAL INC,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,KRAFT,PRIV,825.32
1830,Liberia,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,822.13
1831,Cuba,10893,FUNDACION ROSA LUXEMBURGO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB-ROSALU,PRIV_LUX,806.73
1832,Ukraine,11454,DONBAS FUEL ENERGY COMPANY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DTEK,PRIV_UKRAINE,805.22
1833,Cuba,10591,COMITE SIENA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB-SIENA,PRIV_CUB-SIENA,789.33
1834,Liberia,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,784.76
1835,Rwanda,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,780.81
1836,Nicaragua,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,772.16
1837,"Moldova, Republic of",11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,759.6
1838,Cape Verde,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,757.76
1839,Morocco,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,750.44
1840,Honduras,11703,HON-Servicio Nacional de Acued,HND,Honduras,HND_MIN,Honduras Ministry,748.53
1841,Ukraine,10752,NOVOGRAD-VOLYNSKY MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,738.46
1842,Zimbabwe,10480,USAID,USA,United States of America,USAID,USAID,726.44
1843,PB,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,725.61
1844,Comoros,86,GOVERNMENT OF COMOROS,COM,Comoros,COM_GOVT,Comoros Government,699.35
1845,Algeria,10393,STATOIL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,667.38
1846,Uganda,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,663.22
1847,Reg Bur Latin Amer & Carib,600,COL-ALCALDIA MAYOR DE SANTAFE,COL,Colombia,COL_MIN,Colombia Ministry,658.81
1848,Egypt,11467,Siemens technologies SAE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIEMENS EG,PRIV_EGYPT,637.92
1849,Bureau for Dev. Policy,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,636.92
1850,Turkey,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,614.34
1851,Bolivia,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,613.82
1852,Bratislava Regional Center,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,600.34
1853,Barbados,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,577.82
1854,Mauritius,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,566
1855,Afghanistan,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,564
1856,Guinea-Bissau,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,548.93
1857,Comoros,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,536.07
1858,Lebanon,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,534.32
1859,PB,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,531.1
1860,Ukraine,10425,NORWEGIAN EMBASSY,NOR,Norway,NOR_MIN,Norway Ministry,530.22
1861,Maldives,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,529.65
1862,Mali,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,526.56
1863,Niger,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,520.22
1864,Syria,10729,SYR MINISTRY OF ECONOMY,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,518.57
1865,India,131,GOVERNMENT OF INDIA,IND,India,IND_GOVT,India Government,495
1866,Solomon Islands,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,491.02
1867,Namibia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,489.46
1868,Ecuador,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,466.16
1869,Trinidad and Tobago,10644,MINISTRY OF LOCAL GOVERNMENT,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,461.44
1870,Liberia,323,FINLAND NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FINNC,PRIV_FINLAND NATIONAL COMMITTE,457.53
1871,Ukraine,11061,KAGARLYK MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,434.46
1872,PB,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,432.93
1873,Ethiopia,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,426.67
1874,Bhutan,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,416.36
1875,Mexico,10431,FOPREDEN,MEX,Mexico,MEX_MIN,Mexico Ministry,405.93
1876,Ukraine,11771,METINVEST,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,METINVEST,METINVEST,396.6
1877,Kyrgyzstan,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,393.86
1878,Lao People's Democratic Republ,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,389.28
1879,Montenegro,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,377.2
1880,Comoros,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,325.8
1881,"Moldova, Republic of",43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,321.6
1882,Cuba,10460,FLORENCIA DECENTRALIZED COOP,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FLORENCIA,PRIV_FLORENCIA,319.08
1883,Tajikistan,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,313.59
1884,Nepal,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,312.02
1885,Nepal,11425,MDTFO/JP_nepal_LPCDP,MDTF1,BU,JP_NP_LGCP,NEPAL LOCAL GOV DEV PROG,311.21
1886,Morocco,1804,BAR-UNITED NATIONS ENVIRONMENT,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,302
1887,Somalia,10480,USAID,USA,United States of America,USAID,USAID,301.66
1888,Mauritius,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,300.64
1889,Sri Lanka,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,299.73
1890,Sri Lanka,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,278.49
1891,Sao Tome and Principe,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,276
1892,India,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,272
1893,Montenegro,11632,Municipality of Berane,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,271.57
1894,Iraq,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,249.91
1895,"South Sudan, Republic of",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,242.45
1896,Angola,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,241.86
1897,Russian Federation,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,241.46
1898,Haiti - Special Envoy Office,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,235.13
1899,Myanmar,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,221
1900,Turkmenistan,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,215.63
1901,Kazakhstan,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,209.49
1902,Russian Federation,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,208.84
1903,Sierra Leone,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,206.72
1904,Somalia,12010,KAWASAKI KISEN KAISHA LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,K LINE,KAWASAKI KISEN KAISHA LIMITED,203.99
1905,India,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,201.64
1906,Zimbabwe,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,198
1907,Ukraine,1646,UKR-RIVNE MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,195.59
1908,India,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,189.7
1909,Serbia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,181.09
1910,Namibia,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,174.58
1911,Ethiopia,11605,MDTFO/JP_Ethiopia_One_UN_Fund,MDTF1,BU,ETH_ONE_UN,MDTFO/JP_Ethiopia_One_UN_Fund,172.55
1912,Sao Tome and Principe,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,169
1913,Comoros,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,165.71
1914,Zimbabwe,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,165
1915,Comoros,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,163
1916,Cyprus,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,158.94
1917,Ukraine,11552,EVPATORIYA MUNICIPALITY,UKR,Ukraine,UKR_GOVT,Ukraine Government,155.56
1918,Ethiopia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,146.61
1919,Maldives,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,144.51
1920,Thailand,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,144
1921,Cuba,11283,Comite de Parma,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PARMA,PRIV_ITALIA,141.69
1922,Guyana,11901,I Love Beautiful Guyana Proje,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LOVE GUYAN,I Love Beautiful Guyana Proje,138.52
1923,Nigeria,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,133.12
1924,Sri Lanka,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,132.5
1925,Cuba,10802,AYUNT PRAT LLOBREGAT,ESP,Spain,ESP_MIN,Spain Ministry,131.08
1926,Indonesia,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,131.08
1927,Cuba,10453,FOLIGNO DECENTRALIZED COOPERAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOLIGNO DE,PRIV_FOLIGNO DE,129.02
1928,Reg Bureau for Africa,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,126.4
1929,Lebanon,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,114.19
1930,Bureau for Dev. Policy,10444,Unión Inter-Parlamentaria,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,109.95
1931,Maldives,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,109.59
1932,Bratislava Regional Center,11467,Siemens technologies SAE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIEMENS EG,PRIV_EGYPT,108.97
1933,Papua New Guinea,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,108.13
1934,El Salvador,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,107.62
1935,Mexico,11557,PNUD HONDURAS,UN_AGY 1,UN AGENCY 1,PNUD,AGY_COL-PROGRAMA DE LAS NACION,103.92
1936,Reg Bureau for Asia & Pacific,10897,ORACLE - MULTINATIONAL COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ORACLE,PRIV,101.18
1937,Venezuela,16,INTER-AMERICAN DEVELOPMENT BAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDB,Inter-American Development Ban,100.06
1938,Reg Bur Latin Amer & Carib,10399,ANGAD RUPEE & SONS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,99.81
1939,Honduras,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,94.62
1940,United Republic of Tanzania,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,93.31
1941,Cuba,10796,AYUNTAMIENTO DE ZARAGOZA,ESP,Spain,ESP_MIN,Spain Ministry,90.21
1942,Egypt,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,87.18
1943,Equatorial Guinea,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,85.51
1944,Yemen,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,77.05
1945,Myanmar,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,72.42
1946,Spcl Unit for South South Coop,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,69.81
1947,Bratislava Regional Center,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,68.19
1948,Ecuador,10565,GOBIERNO VASCO,ESP,Spain,ESP_GOVT,Spain Government,61.55
1949,Indonesia,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,56.54
1950,Zimbabwe,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,52
1951,Nepal,11616,UN International Strategy for,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,50.29
1952,Reg Bureau for Asia & Pacific,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,47.84
1953,Madagascar,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,47.63
1954,Cuba,10753,CENTRO DE INICIATIVAS PARA COO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CIC BATA,PRIV-CIC BATA,42.48
1955,Sri Lanka,10835,AMERICAN RED CROSS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ARC_ USA,PRIV,41.12
1956,Bosnia and Herzegovina,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,33.33
1957,India,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,32.13
1958,Mozambique,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,31.99
1959,Malaysia,34,UNITED NATIONS UNIVERSITY,UN_AGY 1,UN AGENCY 1,UNU,AGY_UNITED NATIONS UNIVERSITY,30.18
1960,Central African Republic,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,26.64
1961,Bureau for Dev. Policy,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,25
1962,Cuba,10801,ONG EUSKADI CUBA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,EUSKADI,PRIV_CUB-EUSKAD,24.58
1963,United Republic of Tanzania,-,-,-,-,-,-,24.57
1964,Benin,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,22.58
1965,Barbados,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,21.77
1966,Romania,-,-,-,-,-,-,20.35
1967,Bahrain,11527,Ministry of Social developme,BHR,Bahrain,BHR_MIN,Bahrain Ministry,16.4
1968,Mexico,11579,SERPNAM,CHL,Chile,CHL_MIN,Chile Ministry,16.04
1969,Angola,307,US COMMITTEE FOR UNDP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,USANC,PRIV_US NATIONAL COMMITTEE,14.79
1970,Romania,587,ROM-ALBA IULIA MUNICIPALITY,ROM,Romania,ROM_MIN,Romania Ministry,11.34
1971,Cuba,10797,COMITE ZONA CUERO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CUB-ZCUERO,ONG_CUBA ZONA DEL CUERO,9.19
1972,Burundi,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,8.55
1973,Ethiopia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,7.75
1974,Cuba,10909,ONG TOTAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ONG TOTAL,PRIV_CUBA,5.46
1975,Cuba,10789,ONG - IEPALA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IEPALA,PRIV_CUB IEPALA,5.31
1976,Democratic Republic of Congo,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,2.98
1977,"Sudan, Republic of the",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,1.98
1978,Reg Bur for Arab States,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,1.2
1979,Nigeria,10559,ADAMAWA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.93
1980,Uganda,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0.52
1981,Nepal,11112,Royal Ministry of Foreign Affa,NOR,Norway,NOR_MIN,Norway Ministry,0.35
1982,"Belarus, Republic of",-,-,-,-,-,-,0.32
1983,United Republic of Tanzania,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.11
1984,Afghanistan,-,-,-,-,-,-,0
1985,Afghanistan,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
1986,Afghanistan,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
1987,Afghanistan,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
1988,Afghanistan,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
1989,Afghanistan,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0
1990,Afghanistan,25,EUROPEAN BANK FOR RECONSTRUCTI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EBRD,Euro Bank for Reconstruct & De,0
1991,Afghanistan,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0
1992,Afghanistan,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
1993,Afghanistan,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
1994,Afghanistan,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
1995,Afghanistan,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
1996,Afghanistan,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0
1997,Afghanistan,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
1998,Afghanistan,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
1999,Afghanistan,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,0
2000,Afghanistan,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
