key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
0989,Cost Sharing,1760,COL-UNIDAD ADMINISTRATIVA ESPE,COL,Colombia,COL_MIN,Colombia Ministry,"($260,783)"
0990,Cost Sharing,1761,COL-UNIDAD ADMTIVA ESPECIAL SI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UAESPNN,PRIV_COL-UNIDAD ADMTIVA ESPECI,$0
0991,Cost Sharing,1762,BOL-UNIVERSIDAD AUTÓNOMA GABRI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UAGRM,PRIV_BOL-UNIVERSIDAD AUTÓNOMA,$0
0992,Cost Sharing,1764,CHI-UNIVERSIDAD DE CHILE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UCHILE,PRIV_CHI-UNIVERSIDAD DE CHILE,$0
0993,Cost Sharing,1767,CHI-UNIVERSIDAD DE CONCEPCION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDEC,PRIV_CHI-UNIVERSIDAD DE CONCEP,$0
0994,Cost Sharing,1768,ECU-UNIDAD DE DESARROLLO NORTE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDENOR,PRIV_ECU-UNIDAD DE DESARROLLO,$0
0995,Cost Sharing,1769,CHI-UNIVERSIDAD DIEGO PORTALES,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDP,PRIV_CHI-UNIVERSIDAD DIEGO POR,$0
0996,Cost Sharing,1771,NIC-UNION EUROPEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,$0
0997,Cost Sharing,1772,PER-UNION EUROPEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,$0
0998,Cost Sharing,1777,BOL-UNIVERSIDAD MAYOR DE SAN A,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UMSA,PRIV_BOL-UNIVERSIDAD MAYOR DE,$0
0999,Cost Sharing,1778,BOL-UNIVERSIDAD MAYOR DE SAN S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UMSS,PRIV_BOL-UNIVERSIDAD MAYOR DE,$0
1000,Cost Sharing,1779,CMB-UNITED NATIONS ASSOCIATION,UN_AGY 1,UN AGENCY 1,UNA/USA,AGY_CMB-UNITED NATIONS ASSOCIA,$0
1001,Cost Sharing,1781,LAO-UNITED NATIONS AIDS PROGRA,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,$0
1002,Cost Sharing,1782,MEX-U N A I D S,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,$0
1003,Cost Sharing,1783,NIR-UN AIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"($3,140)"
1004,Cost Sharing,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"$4,287,535"
1005,Cost Sharing,1787,COL-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UND_!,AGY_COL-UNITED NATIONS DEVELOP,"($1,226)"
1006,Cost Sharing,1789,BKF-UNDP (DIRECT EXECUTION),BFA,Burkina Faso,BFA_GOVT,Burkina Faso Government,$0
1007,Cost Sharing,1791,ECU-UNDP - ADJUSTMENTS,ECU,Ecuador,ECU_GOVT,Ecuador Government,$0
1008,Cost Sharing,1794,THA-UNDP - ADJUSTMENT,THA,Thailand,THA_GOVT,Thailand Government,$0
1009,Cost Sharing,1795,UGA-UNDP/ ADJUSTMENTS,UGA,Uganda,UGA_GOVT,Uganda Government,$0
1010,Cost Sharing,1799,MEX-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UNDP-ADJ,AGY_MEX-UNITED NATIONS DEVELOP,$0
1011,Cost Sharing,1801,ELS-UNDP ADJUSTMENT,SLV,El Salvador,SLV_GOVT,El Salvador Government,$0
1012,Cost Sharing,1804,BAR-UNITED NATIONS ENVIRONMENT,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,($610)
1013,Cost Sharing,1806,MEX-UN CHILDREN´S FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1014,Cost Sharing,1807,NIC-FONDO DE LAS NACIONES UNID,UN_AGY 1,UN AGENCY 1,UNICEF_PRIV,NIC-FONDO DE LAS NACIONES,$0
1015,Cost Sharing,1808,COL-UNIVERSIDAD DE CORDOBA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNICORDOBA,PRIV_COL-UNIVERSIDAD DE CORDOB,$0
1016,Cost Sharing,1809,UKR-KIEV NAT-L T. SHEVCHENKO U,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNIVERSITY_KIEV,PRIV_UKR-KIEV NAT-L T. SHEVCHE,$0
1017,Cost Sharing,1811,TUN-UNSIDA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,($810)
1018,Cost Sharing,1812,URU-UNIDAD REGULADORA DE SERVI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,URSEA,PRIV_URU-UNIDAD REGULADORA DE,$0
1019,Cost Sharing,1813,FEM-US NATIONAL COMMITTEE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,US NC,PRIV_FEM-US NATIONAL COMMITTEE,$0
1020,Cost Sharing,1815,MAG-UNITED STATES AGENCY,USA,United States of America,USA_MIN,USA Ministry,$0
1021,Cost Sharing,1818,CHI-UNIVERSIDAD DE VALPARAISO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UV,PRIV_CHI-UNIVERSIDAD DE VALPAR,$0
1022,Cost Sharing,1819,CHI-SERVICIO SALUD VALDIVIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VALDIVIA,PRIV_CHI-SERVICIO SALUD VALDIV,$0
1023,Cost Sharing,1823,ROM-VATRA DORNEI MUNICIPALITY,ROM,Romania,ROM_MIN,Romania Ministry,$0
1024,Cost Sharing,1824,COL-VEEDURIA DISTRITAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VEEDIST.,PRIV_COL-VEEDURIA DISTRITAL,$0
1025,Cost Sharing,1828,BOL-VICEMINISTERIO DE INVERSIÓ,BOL,Bolivia,BOL_MIN,Bolivia Ministry,$0
1026,Cost Sharing,1829,RUS-NPO VIRION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VIRION,PRIV_RUS-NPO VIRION,$0
1027,Cost Sharing,1834,BOL-VICEMINISTERIO DE SERVICIO,BOL,Bolivia,BOL_MIN,Bolivia Ministry,$0
1028,Cost Sharing,1836,BOL-VICEMINISTERIO DE TESORO Y,BOL,Bolivia,BOL_MIN,Bolivia Ministry,$0
1029,Cost Sharing,1839,BYE-WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,$0
1030,Cost Sharing,1840,BYE-WETLANDS INTERNATIONAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,WI,PRIV_BYE-WETLANDS INTERNATIONA,$0
1031,Cost Sharing,1851,CONVERSION MULTI-SPONSOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CNVMULTI,PRIV_CONVERSION MULTI-SPONSOR,$0
1032,Cost Sharing,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,$0
1033,Cost Sharing,1854,ESCAP,UN_AGY 1,UN AGENCY 1,ESCAP,AGY_ESCAP,"$223,146"
1034,Cost Sharing,1855,Economic Commission for Africa,UN_AGY 1,UN AGENCY 1,ECA,AGY_Economic Commission for Af,$0
1035,Cost Sharing,1856,World Intellectual Property Or,UN_AGY 1,UN AGENCY 1,WIPO,AGY_World Intellectual Propert,"$7,490"
1036,Cost Sharing,1857,World Tourism Organization,UN_AGY 1,UN AGENCY 1,WTO,AGY_World Tourism Organization,$0
1037,Cost Sharing,1858,UN Mission in DRC,UN_AGY 1,UN AGENCY 1,MONUC,AGY_UN Mission in DRC,$0
1038,Cost Sharing,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,"$421,484"
1039,Cost Sharing,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,$0
1040,Cost Sharing,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,($6)
1041,Cost Sharing,1864,World Trade Organization,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,"$500,000"
1042,Cost Sharing,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,$0
1043,Cost Sharing,10003,Global Environment Fund Truste,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEFTRUSTEE,GEF TRUSTEE,$0
1044,Cost Sharing,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,"$10,000"
1045,Cost Sharing,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,"$319,000"
1046,Cost Sharing,10011,FORO NACIONAL DEL VIH/SIDA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FORO VIH,PRIV_FORO NACIONAL DEL VIH/SID,$0
1047,Cost Sharing,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,"$11,572,356"
1048,Cost Sharing,10013,GLOBAL ALLIANCE FOR IMPROVED N,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GAIN,GAIN,$0
1049,Cost Sharing,10018,INTER BANK FOR RECONST AND DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,$0
1050,Cost Sharing,10026,BUL MINISTRY OF JUSTICE,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,$0
1051,Cost Sharing,10027,BUL MINISTRY OF ECONOMY,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,$0
1052,Cost Sharing,10028,PKN ORLEN S.A.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PKN ORLEN,PRIV_PKN ORLEN S.A.,$0
1053,Cost Sharing,10030,KWARA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,$0
1054,Cost Sharing,10032,KOGI STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,$0
1055,Cost Sharing,10044,IAPSO CUSTOMER- MISC,UN_AGY 1,UN AGENCY 1,IAPSO MISC,AGY_IAPSO CUSTOMER- MISC,$0
1056,Cost Sharing,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,"$262,795"
1057,Cost Sharing,10048,CARE INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,$0
1058,Cost Sharing,10051,ICRAF - INTL CENTRE FRO RESEA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICRAF,PRIV_ICRAF - INTL CENTRE FRO R,$0
1059,Cost Sharing,10056,SAVE THE CHILDREN FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SAVECHILD,PRIV_SAVE THE CHILDREN FUND,$0
1060,Cost Sharing,10057,EMPRESAS PRIVADAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEX EMPRES,PRIV_EMPRESAS PRIVADAS,"$293,770"
1061,Cost Sharing,10062,World Wildlife Fund -WWF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WWF,PRIV_WORLD WILDLIFE FUND- WWF,"($1,380)"
1062,Cost Sharing,10089,NORWEGIAN PEOPLES AID,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1063,Cost Sharing,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,$0
1064,Cost Sharing,10111,THE GLOBAL FUND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GLOBALFUND,GFATM,$0
1065,Cost Sharing,10116,EMBASSY OF IRELAND ETHIOPIA,IRL,Ireland,IRL_MIN,Ireland Ministry,$0
1066,Cost Sharing,10120,UNAIDS-CHINA,UN_AGY 1,UN AGENCY 1,UNAIDSCHI,AGY_UNAIDS-CHINA,$0
1067,Cost Sharing,10121,UNFPA - ETHIOPIA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1068,Cost Sharing,10124,NORDIC DEVELOPMENT FUND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,NORDIC DEV,NORDIC DEVELOPMENT FUND,$0
1069,Cost Sharing,10125,MUNICIPO DE QUITO (DONOR),ECU,Ecuador,ECU_MIN,Ecuador Ministry,$0
1070,Cost Sharing,10127,CHEVRON MAUNAIGAS INC - KAZAK,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,KAZ-CHEVRO,PRIV_CHEVRON MAUNAIGAS INC -,$0
1071,Cost Sharing,10128,INTERNATIONAL RENASISSANCE FOU,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IRF,PRIV_INTERNATIONAL RENASISSANC,$0
1072,Cost Sharing,10131,STATOIL INTERNATIONAL VENEZUEL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,STATOIL IN,PRIV_STATOIL INTERNATIONAL VEN,$0
1073,Cost Sharing,10135,RIVERS STATE GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,"$1,252,460"
1074,Cost Sharing,10137,OGUN STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,$0
1075,Cost Sharing,10138,KANO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,$0
1076,Cost Sharing,10141,"FCT, ABUJA",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1077,Cost Sharing,10144,FUNDACION MALECON 2000 (DONOR),PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MALECON,PRIV_FUNDACION MALECON 2000 (D,$0
1078,Cost Sharing,10145,PER-MUNICIPALIDAD DE SAN ISIDR,PER,Peru,PER_MIN,Peru Ministry,$0
1079,Cost Sharing,10146,PER-REGION LORETO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RLORETO,PRIV_PER-REGION LORETO,$0
1080,Cost Sharing,10147,MINISTERIO DE LA PRODUCCION,PER,Peru,PER_GOVT,Peru Government,$0
1081,Cost Sharing,10148,LBN-MINISTRY OF DISPLACED,LBN,Lebanon,LBN_MIN1,Lebanon Ministry1,$0
1082,Cost Sharing,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,$0
1083,Cost Sharing,10155,TRYG INSURANCE CO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TRYG INSUR,PRIV_TRYG INSURANCE CO,$0
1084,Cost Sharing,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"$96,805,590"
1085,Cost Sharing,10167,DONORS GROUP,UN_AGY 1,UN AGENCY 1,DAG,Unknown Type of Agency,$0
1086,Cost Sharing,10168,COS CEGESTI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CEGESTI,PRIV_COS CEGESTI,$0
1087,Cost Sharing,10170,HARCERSKIE BIURO WYDAWNICZE HO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,HORYZONTHY,PRIV_HARCERSKIE BIURO WYDAWNIC,$0
1088,Cost Sharing,10171,CENTRE PARLMENTAIRE CANADIEN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CPC,PRIV_CENTRE PARLMENTAIRE CANAD,($3)
1089,Cost Sharing,10172,LINDEN ADVANCEMENT ADVANCE PRO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LEAP,PRIV_LINDEN ADVANCEMENT ADVANC,$0
1090,Cost Sharing,10173,COUNCIL OF EUROPE DEVELOPMENT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CEB,COUNCIL OF EUROPE DEVELOPMENT,($335)
1091,Cost Sharing,10174,SHELL BP DJIBOUTI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL DJIB,PRIV_SHELL BP DJIBOUTI,$0
1092,Cost Sharing,10175,INSTITUTE MULTI-DEMOCRACY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INSTITUTE,PRIV_INSTITUTE MULTI-DEMOCRACY,"$6,450"
1093,Cost Sharing,10179,"UNMEE, ETHIOPIA, ERITREA",UN_AGY 1,UN AGENCY 1,UNMEE_ ETH,AGY_UNMEE_ ETHIOPIA_ ERITREA,$0
1094,Cost Sharing,10180,"UNMIK, KOSOVO",UN_AGY 1,UN AGENCY 1,UNMIK_ KOS,AGY_UNMIK_ KOSOVO,$0
1095,Cost Sharing,10182,"UNMISET, EAST TIMOR",UN_AGY 1,UN AGENCY 1,UNMIS,AGY_UNMIS,$0
1096,Cost Sharing,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,$0
1097,Cost Sharing,10203,"UNAMA, KABUL",UN_AGY 1,UN AGENCY 1,UNAMA_ KAB,AGY_UNAMA_ KABUL,($802)
1098,Cost Sharing,10209,SURVEY ACTION CENTER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAC,PRIV_SURVEY ACTION CENTER,$0
1099,Cost Sharing,10210,GUA-NIMD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GUA-NIMD,PRIV_GUA-NIMD,$0
1100,Cost Sharing,10211,SERVICIO NACIONAL DE LA MUJER,UN_AGY 1,UN AGENCY 1,SERNAM,AGY_SERVICIO NACIONAL DE LA MU,$0
1101,Cost Sharing,10212,EMPRESA DE RENOVACION URBANA D,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RENOVURBAN,PRIV_EMPRESA DE RENOVACION URB,($237)
1102,Cost Sharing,10213,FUNDACION ZERI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FUNDAZERI,PRIV_FUNDACION ZERI,$0
1103,Cost Sharing,10214,INCODER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INCODER,PRIV_INCODER,"$324,543"
1104,Cost Sharing,10215,NORTH & EAST CR&D PROJECT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NECORD,PRIV_NORTH & EAST CR&D PROJECT,$0
1105,Cost Sharing,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,"($37,040)"
1106,Cost Sharing,10217,AVINA FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AVINA,PRIV_AVINA FOUNDATION,$0
1107,Cost Sharing,10218,UNIVERSIDAD COLUMBIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UCOLUMBIA,PRIV_UNIVERSIDAD COLUMBIA,$0
1108,Cost Sharing,10219,TRAIN SEA COAST,UN_AGY 1,UN AGENCY 1,TSC,TRAIN SEA COAST,$0
1109,Cost Sharing,10222,FERT FRANCE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FERT,PRIV_FERT FRANCE,$0
1110,Cost Sharing,10223,INSTITUTO NACIONAL DE ESTADIST,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INE,PRIV_INSTITUTO NACIONAL DE EST,$0
1111,Cost Sharing,10224,INTERCHURCH ORG FOR DEVELOPMEN,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,($702)
1112,Cost Sharing,10228,Aarhus United A/S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AARHUSUNIT,PRIV_Aarhus United A/S,$0
1113,Cost Sharing,10232,UN FRAMEWORK CONVENTION ON CLI,UN_AGY 1,UN AGENCY 1,UNFCCC,AGY_UN FRAMEWORK CONVENTION ON,$0
1114,Cost Sharing,10234,UN CONVENTION TO COMBAT DESERT,UN_AGY 1,UN AGENCY 1,UNCCD,AGY_UN CONVENTION TO COMBAT DE,$0
1115,Cost Sharing,10237,FED MINISTRY FOR ECONOMIC COOP,DEU,Germany,DEU_MIN,Germany Ministry,$0
1116,Cost Sharing,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,"$82,560"
1117,Cost Sharing,10239,FED MINISTRY FOR THE ENVIRO -,DEU,Germany,DEU_MIN,Germany Ministry,"$1,707,264"
1118,Cost Sharing,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,"$234,477"
1119,Cost Sharing,10248,BRITISH PETROLEUM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BP,PRIV_BRITISH PETROLEUM,$0
1120,Cost Sharing,10259,National Telecom Regulatory Au,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NTRA,PRIV_TELECOMMUNICATION REGULAT,"$734,952"
1121,Cost Sharing,10262,COMISION NACIONAL PARA EL DESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDI,PRIV_COM NAL PARA EL DES DE LO,$0
1122,Cost Sharing,10265,WINROCK INTL INSTITUTE OF AGRI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WINROCK IN,PRIV_WINROCK INTL INSTITUTE OF,$0
1123,Cost Sharing,10267,MINISTERIO DE COMUNICACIONES,COL,Colombia,COL_GOVT,Colombia Government,$0
1124,Cost Sharing,10269,SPECIAL OLYMPICS EUROPEEURASIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SOEE,PRIV_SPECIAL OLYMPICS EUROPEEU,$0
1125,Cost Sharing,10270,The Japan Women in Development,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1126,Cost Sharing,10272,INTL RESEARCH EXCH BOARD USA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IREX,PRIV_INTL RESEARCH EXCH BOARD,$0
1127,Cost Sharing,10273,PER-APCI,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1128,Cost Sharing,10274,MISISTERIO DE SALUD PUBLICA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MSP,PRIV_MISISTERIO DE SALUD PUBLI,$0
1129,Cost Sharing,10275,CANADIAN NEXEN PETROLEUM YEMAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NEXEN,PRIV_CANADIAN NEXEN PETROLEUM,"($8,490)"
1130,Cost Sharing,10277,VODAFONE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VODAFONE,PRIV_VODAFONE,($81)
1131,Cost Sharing,10279,NEW ZEALAND AGY FOR INT'L DEVE,NZL,New Zealand,NZL_MIN,New Zealand Ministry,$0
1132,Cost Sharing,10280,OSI DEVELOPMENT FOUNDATION (OS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,$0
1133,Cost Sharing,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,"($286,211)"
1134,Cost Sharing,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,"$11,410,547"
1135,Cost Sharing,10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,$0
1136,Cost Sharing,10284,KOSOVO GOVERNMENT,KOS,Kosovo,KOS_GOVT,Kosovo Government,"$897,788"
1137,Cost Sharing,10286,"SAVIA - CONSULTORAS, S.A.",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1138,Cost Sharing,10287,AFRICAN COMPREHENSIVE HIV/AIDS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1139,Cost Sharing,10288,SEC GRAL SIST INTEGRACION CA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1140,Cost Sharing,10291,CANADIAN HIGH COMMISSION,CAN,Canada,CAN_MIN,Canada Ministry,$0
1141,Cost Sharing,10296,KPMG,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1142,Cost Sharing,10301,ELECTIONS CANADA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1143,Cost Sharing,10302,INTERNATIONAL FOUNDATION FOR E,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IFES,PRIV_INTERNATIONAL FOUNDATION,$0
1144,Cost Sharing,10303,CEDEGE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1145,Cost Sharing,10304,ONCHOCERCIASIS ELIMINATION PRO,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1146,Cost Sharing,10309,GOBERNACION DE NARINO,COL,Colombia,COL_GOVT,Colombia Government,$0
1147,Cost Sharing,10310,STATE INSURANCE ORG. OF TURKME,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1148,Cost Sharing,10312,FUNDACION FONDO DE DESARROLLO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FDE,PRIV_FUNDACION FONDO DE DESARR,$0
1149,Cost Sharing,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,"$132,486"
1150,Cost Sharing,10315,ORG FOR SECURITY AND COOPERATI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,0SCE,INTER-GOVERN_EUROP SEC ORG,"$466,210"
1151,Cost Sharing,10317,ADM. AGENT UNDP IRAQ TF,MDTF1,BU,AA_UNDGTF,MDTF_IRQ PASSTHROUGH,$0
1152,Cost Sharing,10318,MICRO-SOFT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1153,Cost Sharing,10319,TOTAL OIL AND GAS VENEZUELA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1154,Cost Sharing,10322,UNILEVER PLC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1155,Cost Sharing,10323,BEIJING INTERNATIONAL VOLUNTEE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
1156,Cost Sharing,10326,UN POLITICAL OFFICE FOR SOMALI,UN_AGY 1,UN AGENCY 1,UNPOS,AGY_UN POLITICAL OFFICE FOR SO,$0
1157,Cost Sharing,10327,TOBAGO HOUSE OF ASSEMBLY,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,$0
