OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Nepal,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"7,483.18"
Bureau for Dev. Policy,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,"7,000.00"
Evaluation Office,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,"7,000.00"
Reg Bur Latin Amer & Carib,10175,INSTITUTE MULTI-DEMOCRACY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INSTITUTE,PRIV_INSTITUTE MULTI-DEMOCRACY,"6,450.35"
Honduras,11858,Danish Church Aid,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DANCHURCH,Danish Church Aid,"6,450.00"
Serbia,11571,Serbian European Integration O,SRB,SERBIA,SRB_GOVT,SERBIA,"6,340.46"
Honduras,12116,HON-AYUDA EN ACCION,-,-,-,-,"6,209.00"
Honduras,12115,HON-CRUZ ROJA,-,-,-,-,"6,191.93"
Colombia,12067,PRODESA SAS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PRODESA,PRODESA SAS,"6,176.02"
Guatemala,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,"6,168.52"
Croatia,12004,Country of Bjelovar-Bilogora,HRV,Croatia,HRV_GOVT,Croatia Government,"6,034.48"
El Salvador,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,"5,724.25"
Ukraine,10858,KIROVSKE MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,"5,664.31"
Honduras,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"5,614.33"
Prog for Palestinian People,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"5,396.87"
Paraguay,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"5,180.30"
Bosnia and Herzegovina,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,"5,000.00"
Croatia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,"5,000.00"
Evaluation Office,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"5,000.00"
Evaluation Office,11517,OIOS,UN_AGY 1,UN AGENCY 1,OIOS,UN_OIOS,"5,000.00"
Guatemala,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"5,000.00"
"Sudan, Republic of the",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,"4,982.99"
Togo,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"4,965.68"
Turkey,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,"4,750.00"
Guinea-Bissau,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"4,635.87"
South Africa,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"4,280.00"
Ethiopia,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,"4,150.34"
Lesotho,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"4,044.12"
Paraguay,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"4,000.00"
Lebanon,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,"3,996.26"
Ukraine,10970,NOVO-VOLYNSK MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,"3,978.05"
Burundi,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,"3,974.00"
Uganda,11437,MDTFO/Jp_Uganda_GenderEquality,MDTF1,BU,JP_UGA_GEN,UGANDA JP GENDER EQUALITY,"3,852.00"
Afghanistan,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,"3,662.19"
Uruguay,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,"3,600.00"
Croatia,12036,City of Daruvar,HRV,Croatia,HRV_GOVT,Croatia Government,"3,449.27"
Croatia,12025,County of Varazdin,HRV,Croatia,HRV_GOVT,Croatia Government,"3,405.38"
Colombia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"3,359.49"
Yemen,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"3,216.57"
Ecuador,1459,ECU-MUNICIPIO DEL DISTRITO MET,ECU,Ecuador,ECU_MIN,Ecuador Ministry,"3,078.32"
Gabon,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"2,821.80"
Croatia,11384,DVOR Municipality,HRV,Croatia,HRV_GOVT,Croatia Government,"2,599.64"
Croatia,12005,City of Gospic,HRV,Croatia,HRV_GOVT,Croatia Government,"2,564.76"
Lebanon,11635,UNEP RISO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"2,476.73"
Russian Federation,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,"2,299.39"
Ghana,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,"2,282.00"
Mali,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"2,251.00"
Mauritania,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"2,214.58"
Evaluation Office,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,"2,000.00"
Guatemala,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"2,000.00"
Mozambique,-,-,-,-,-,-,"1,998.37"
Guatemala,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,"1,832.84"
Ukraine,11167,DOLYNA MUNICIPALITY,UKR,Ukraine,UKR_GOVT,Ukraine Government,"1,824.85"
Zambia,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,"1,741.32"
Burkina Faso,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,"1,740.75"
Equatorial Guinea,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"1,709.66"
Russian Federation,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,"1,651.82"
"Macedonia, former Yugoslav Rep",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,"1,589.00"
Papua New Guinea,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"1,439.92"
Timor-Leste,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"1,223.58"
Angola,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"1,206.11"
Maldives,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,818.78
Turkey,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,800.00
"Sudan, Republic of the",-,-,-,-,-,-,752.53
Zimbabwe,10480,USAID,USA,United States of America,USAID,USAID,726.00
Mexico,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,712.32
Russian Federation,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,500.00
Romania,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,436.89
Peru,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,426.74
Peru,11886,PER-ENIEX-CESAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PERU,PRIVATE NATIONAL,423.91
Mauritania,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,387.79
Afghanistan,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,356.93
"Sudan, Republic of the",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,317.93
Niger,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,315.02
Tunisia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,190.14
Pakistan,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,154.24
Honduras,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,151.85
Argentina,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,150.00
Senegal,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,130.91
Botswana,11666,MDTFO/JP_UN_Botswana_cty_fund,MDTF1,BU,BWA_CTY_FD,MDTFO/JP_UN_Botswana_cty_fund,114.56
China,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,92.01
Ecuador,BLANK,Blank,-,-,-,-,80.00
Lebanon,10570,TUSCANY REGION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TUSCANY,PRIV_TUSCANY,65.81
Ukraine,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,53.49
Venezuela,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,25.00
Kyrgyzstan,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,7.89
Ethiopia,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,5.00
United Republic of Tanzania,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,1.00
"Moldova, Republic of",35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0.58
Indonesia,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0.48
Reg Bur for Arab States,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0.48
Bureau for Dev. Policy,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,0.07
Haiti,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0.03
Haiti,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.02
Somalia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.02
Bosnia and Herzegovina,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0.01
Colombia,593,COL-ALCALDIA DE PEREIRA,COL,Colombia,COL_MIN,Colombia Ministry,0.01
Colombia,10820,UNIVERSIDAD DE SAN BUENAVENTUR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNIV SAN BTURA,"PRIV_SAN BTURA, COLOMBIA",0.01
Colombia,10823,UNIVERSIDAD JAVERIANA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,JAVERIANA,PRIV_UNIV. JAVERIANA,0.01
Colombia,10937,COL-U EJECUTIVA SERVICIOS PUBL,COL,Colombia,COL_MIN,Colombia Ministry,0.01
Haiti,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0.01
Kyrgyzstan,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0.01
Reg Bur for Arab States,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0.01
Reg Bur for Arab States,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0.01
Serbia,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0.01
Serbia,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.01
